nama_tempat_wisata,link,latitude,longitude,rating,jumlah_rating,kategori
Museum & Monumen PETA,https://www.google.com/maps/place/Museum+%26+Monumen+PETA/data=!4m7!3m6!1s0x2e69c5cad48b2f63:0x1cc7fff1cbdf1d1c!8m2!3d-6.5851731!4d106.796318!16s%2Fg%2F1pzwxq7y0!19sChIJYy-L1MrFaS4RHB3fy_H_xxw?authuser=0&hl=id&rclk=1,-6.5851731,106.796318,4.6,1698.0,Budaya
Rivera Outbound & Edutainment,https://www.google.com/maps/place/Rivera+Outbound+%26+Edutainment/data=!4m7!3m6!1s0x2e69c58ef2b2b36b:0x4dd42b4b7a03890f!8m2!3d-6.6250115!4d106.7964118!16s%2Fg%2F11v5v6_w9n!19sChIJa7Oy8o7FaS4RD4kDeksr1E0?authuser=0&hl=id&rclk=1,-6.6250115,106.7964118,4.6,1105.0,Rekreasi
Air Terjun Curug Daun,https://www.google.com/maps/place/Air+Terjun+Curug+Daun/data=!4m7!3m6!1s0x2e69cf462e1c8d8b:0x27089fbbfa5231a6!8m2!3d-6.6721365!4d106.7271583!16s%2Fg%2F11hy9jv39_!19sChIJi40cLkbPaS4RpjFS-rufCCc?authuser=0&hl=id&rclk=1,-6.6721365,106.7271583,4.5,127.0,Alam
Pura Parahyangan Agung Jagatkarta,https://www.google.com/maps/place/Pura+Parahyangan+Agung+Jagatkarta/data=!4m7!3m6!1s0x2e69cfc114dd54f3:0x7bd4e9a53b4e9d1e!8m2!3d-6.6688984!4d106.7354632!16s%2Fg%2F1ym_l19_1!19sChIJ81TdFMHPaS4RHp1OO6Xp1Hs?authuser=0&hl=id&rclk=1,-6.6688984,106.7354632,4.8,1549.0,Umum
Joglo Resto & Camp Ciapus,https://www.google.com/maps/place/Joglo+Resto+%26+Camp+Ciapus/data=!4m7!3m6!1s0x2e69cf01087ec5db:0xb16a5e4c8e279c25!8m2!3d-6.6493904!4d106.742111!16s%2Fg%2F11bttdy_53!19sChIJ28V-CAHPaS4RJZwnjkxearE?authuser=0&hl=id&rclk=1,-6.6493904,106.742111,4.5,807.0,Umum
Taman Kencana,https://www.google.com/maps/place/Taman+Kencana/data=!4m7!3m6!1s0x2e69c5cceda8f1b7:0x7d403349dcdbdc93!8m2!3d-6.588824!4d106.8019101!16s%2Fg%2F11h0s9s1r!19sChIJt_Go7czFaS4Rk9zb3EkzQH0?authuser=0&hl=id&rclk=1,-6.588824,106.8019101,4.5,10257.0,Alam
Prasasti Batu Tulis,https://www.google.com/maps/place/Prasasti+Batu+Tulis/data=!4m7!3m6!1s0x2e69c80b1e4ec2f1:0x494fbc07f23d1437!8m2!3d-6.6236589!4d106.8089952!16s%2Fm%2F0cp08st!19sChIJ8cJOHgvIaS4RNxQ98ge8T0k?authuser=0&hl=id&rclk=1,-6.6236589,106.8089952,4.6,2320.0,Budaya
Penangkaran Rusa Situ Gede,https://www.google.com/maps/place/Penangkaran+Rusa+Situ+Gede/data=!4m7!3m6!1s0x2e69c49f7dcef6f7:0xf1eeb280fe181842!8m2!3d-6.5507058!4d106.7472072!16s%2Fg%2F11fy_f6174!19sChIJ9_bOfZ_EaS4RQhgY_oCy7vE?authuser=0&hl=id&rclk=1,-6.5507058,106.7472072,4.3,171.0,Alam
Kolam Renang Ciburial,https://www.google.com/maps/place/Kolam+Renang+Ciburial/data=!4m7!3m6!1s0x2e69c571f6243555:0x534ec779d0213133!8m2!3d-6.614069!4d106.759891!16s%2Fg%2F11fxw0vksl!19sChIJVTUk9nHFaS4RMzEh0HnHTlM?authuser=0&hl=id&rclk=1,-6.614069,106.759891,4.3,188.0,Rekreasi
Museum Tanah dan Pertanian,https://www.google.com/maps/place/Museum+Tanah+dan+Pertanian/data=!4m7!3m6!1s0x2e69c5c123196eef:0xd85d7d4f3bffd349!8m2!3d-6.6037032!4d106.7978677!16s%2Fg%2F12jss0q22!19sChIJ724ZI8HFaS4RSdP_O099Xdg?authuser=0&hl=id&rclk=1,-6.6037032,106.7978677,4.7,786.0,Budaya
Curug Cibaliung Jonggol,https://www.google.com/maps/place/Curug+Cibaliung+Jonggol/data=!4m7!3m6!1s0x2e69b94322f96831:0x48527ed203b300f5!8m2!3d-6.5995973!4d106.9585682!16s%2Fg%2F11hntppw70!19sChIJMWj5IkO5aS4R9QCzA9J-Ukg?authuser=0&hl=id&rclk=1,-6.5995973,106.9585682,4.6,736.0,Alam
Gunung Mas Wisata Puncak,https://www.google.com/maps/place/Gunung+Mas+Wisata+Puncak/data=!4m7!3m6!1s0x2e69b52b7592188d:0xc43a962f4e24c6f6!8m2!3d-6.7102163!4d106.9666145!16s%2Fg%2F11s7lzyyym!19sChIJjRiSdSu1aS4R9sYkTi-WOsQ?authuser=0&hl=id&rclk=1,-6.7102163,106.9666145,4.5,856.0,Alam
Kopyor Bogor,https://www.google.com/maps/place/Kopyor+Bogor/data=!4m7!3m6!1s0x2e69c5a7979e33f9:0x2e760899cd493281!8m2!3d-6.6038771!4d106.781244!16s%2Fg%2F11qn3fn08m!19sChIJ-TOel6fFaS4RgTJJzZkIdi4?authuser=0&hl=id&rclk=1,-6.6038771,106.781244,4.4,409.0,Umum
Taman Corat Coret,https://www.google.com/maps/place/Taman+Corat+Coret/data=!4m7!3m6!1s0x2e69c68298a74ff5:0x3e399a478cf71f37!8m2!3d-6.5820734!4d106.8176287!16s%2Fg%2F11b6dfk800!19sChIJ9U-nmILGaS4RNx_3jEeaOT4?authuser=0&hl=id&rclk=1,-6.5820734,106.8176287,4.4,5396.0,Alam
Katulampa Rafting Bogor,https://www.google.com/maps/place/Katulampa+Rafting+Bogor/data=!4m7!3m6!1s0x2e69c660c46191c1:0x1243f72223e212b8!8m2!3d-6.5817014!4d106.8390387!16s%2Fg%2F11cmtbz7tc!19sChIJwZFhxGDGaS4RuBLiIyL3QxI?authuser=0&hl=id&rclk=1,-6.5817014,106.8390387,4.6,157.0,Umum
Museum Perjuangan Bogor,https://www.google.com/maps/place/Museum+Perjuangan+Bogor/data=!4m7!3m6!1s0x2e69c5b153d2279b:0x96418d0f7688c579!8m2!3d-6.5930813!4d106.7879948!16s%2Fg%2F1q5hy626b!19sChIJmyfSU7HFaS4RecWIdg-NQZY?authuser=0&hl=id&rclk=1,-6.5930813,106.7879948,4.6,549.0,Budaya
Taman Sempur,https://www.google.com/maps/place/Taman+Sempur/data=!4m7!3m6!1s0x2e69c5cc1ab57851:0x923a0054edb53cfc!8m2!3d-6.5917106!4d106.8008294!16s%2Fg%2F11g6s9vkj1!19sChIJUXi1GszFaS4R_Dy17VQAOpI?authuser=0&hl=id&rclk=1,-6.5917106,106.8008294,4.6,17280.0,Alam
"Taman Topi Chiquita, Taman sari","https://www.google.com/maps/place/Taman+Topi+Chiquita,+Taman+sari/data=!4m7!3m6!1s0x2e69cf7ce9acc581:0xff2e503f8e99653c!8m2!3d-6.6458783!4d106.7404991!16s%2Fg%2F11sxvndsf2!19sChIJgcWs6XzPaS4RPGWZjj9QLv8?authuser=0&hl=id&rclk=1",-6.6458783,106.7404991,4.3,108.0,Alam
Museum Zoologi,https://www.google.com/maps/place/Museum+Zoologi/data=!4m7!3m6!1s0x2e69ec63f041ec69:0xa401b9fca8c9e168!8m2!3d-6.6036134!4d106.7969367!16s%2Fm%2F010hmry7!19sChIJaexB8GPsaS4RaOHJqPy5AaQ?authuser=0&hl=id&rclk=1,-6.6036134,106.7969367,4.5,6596.0,Rekreasi
Saung Hijau Ciomas,https://www.google.com/maps/place/Saung+Hijau+Ciomas/data=!4m7!3m6!1s0x2e69c50ea039feb1:0xceb21a8eac162246!8m2!3d-6.6037098!4d106.7635076!16s%2Fg%2F11cssw1vfn!19sChIJsf45oA7FaS4RRiIWrI4ass4?authuser=0&hl=id&rclk=1,-6.6037098,106.7635076,4.6,187.0,Umum
Puncak Pass Bogor-Cianjur,https://www.google.com/maps/place/Puncak+Pass+Bogor-Cianjur/data=!4m7!3m6!1s0x2e69b71c940bdf2d:0x73b17fadc2c83bec!8m2!3d-6.7054485!4d106.9941387!16s%2Fg%2F11fjygwnrz!19sChIJLd8LlBy3aS4R7DvIwq1_sXM?authuser=0&hl=id&rclk=1,-6.7054485,106.9941387,4.7,20193.0,Alam
Riung Gunung,https://www.google.com/maps/place/Riung+Gunung/data=!4m7!3m6!1s0x2e69b69f98787bdd:0x730f23f2e9499504!8m2!3d-6.7022557!4d106.9807365!16s%2Fg%2F1hm1_nfh4!19sChIJ3Xt4mJ-2aS4RBJVJ6fIjD3M?authuser=0&hl=id&rclk=1,-6.7022557,106.9807365,4.5,13479.0,Alam
Paralayang Puncak Bogor,https://www.google.com/maps/place/Paralayang+Puncak+Bogor/data=!4m7!3m6!1s0x2e69b7ec70cd49eb:0x8bf8d25779145f8e!8m2!3d-6.7020548!4d106.9845702!16s%2Fg%2F11nmg9cbhq!19sChIJ60nNcOy3aS4Rjl8UeVfS-Is?authuser=0&hl=id&rclk=1,-6.7020548,106.9845702,4.7,2054.0,Alam
Pinus Eco Park Camping Ground,https://www.google.com/maps/place/Pinus+Eco+Park+Camping+Ground/data=!4m7!3m6!1s0x2e69b7546e77a32f:0x36e6a8d82736428f!8m2!3d-6.7067436!4d106.9841609!16s%2Fg%2F11rzcpl2l4!19sChIJL6N3blS3aS4Rj0I2J9io5jY?authuser=0&hl=id&rclk=1,-6.7067436,106.9841609,4.4,583.0,Rekreasi
Enchanting Valley by Taman Safari,https://www.google.com/maps/place/Enchanting+Valley+by+Taman+Safari/data=!4m7!3m6!1s0x2e69b75bb4ca735b:0xda3d7004e11d7f26!8m2!3d-6.6593187!4d106.9148248!16s%2Fg%2F11kq4zvbmg!19sChIJW3PKtFu3aS4RJn8d4QRwPdo?authuser=0&hl=id&rclk=1,-6.6593187,106.9148248,4.3,1340.0,Rekreasi
Wisata Curug Panjang,https://www.google.com/maps/place/Wisata+Curug+Panjang/data=!4m7!3m6!1s0x2e69b7c0a30fc30d:0x32bd302db573ca3c!8m2!3d-6.6463792!4d106.9454113!16s%2Fg%2F11hcv6wsbf!19sChIJDcMPo8C3aS4RPMpztS0wvTI?authuser=0&hl=id&rclk=1,-6.6463792,106.9454113,4.6,645.0,Alam
Kebun Teh Puncak Bogor,https://www.google.com/maps/place/Kebun+Teh+Puncak+Bogor/data=!4m7!3m6!1s0x2e69b7ff754fd217:0x7a28417ab72eb1e7!8m2!3d-6.7035496!4d106.9769085!16s%2Fg%2F11nmlgqt_c!19sChIJF9JPdf-3aS4R57Eut3pBKHo?authuser=0&hl=id&rclk=1,-6.7035496,106.9769085,4.7,1733.0,Alam
Melrimba Garden,https://www.google.com/maps/place/Melrimba+Garden/data=!4m7!3m6!1s0x2e69b6a5e2b67e9f:0x4e290839379d87eb!8m2!3d-6.6990952!4d106.9939759!16s%2Fg%2F1tqksfjr!19sChIJn3624qW2aS4R64edNzkIKU4?authuser=0&hl=id&rclk=1,-6.6990952,106.9939759,4.5,5018.0,Alam
Wonderful Citamiang,https://www.google.com/maps/place/Wonderful+Citamiang/data=!4m7!3m6!1s0x2e69b7ba5b13d6c9:0x423bf614236851db!8m2!3d-6.6907804!4d106.9688295!16s%2Fg%2F11f7nzyl73!19sChIJydYTW7q3aS4R21FoIxT2O0I?authuser=0&hl=id&rclk=1,-6.6907804,106.9688295,4.7,1234.0,Umum
Pinus Ecopark,https://www.google.com/maps/place/Pinus+Ecopark/data=!4m7!3m6!1s0x2e69b5609887a5a9:0x4962714b26fa0cbc!8m2!3d-6.707893!4d106.9853233!16s%2Fg%2F11t0739klp!19sChIJqaWHmGC1aS4RvAz6JktxYkk?authuser=0&hl=id&rclk=1,-6.707893,106.9853233,4.5,174.0,Umum
Flypuncak Air Wisata Terbang Paralayang,https://www.google.com/maps/place/Flypuncak+Air+Wisata+Terbang+Paralayang/data=!4m7!3m6!1s0x2e69b6a0e1eccaad:0x380a51e928fa9070!8m2!3d-6.7020269!4d106.9843411!16s%2Fg%2F11c1txzhz7!19sChIJrcrs4aC2aS4RcJD6KOlRCjg?authuser=0&hl=id&rclk=1,-6.7020269,106.9843411,4.6,588.0,Umum
Gardenia Park,https://www.google.com/maps/place/Gardenia+Park/data=!4m7!3m6!1s0x2e69b71965664739:0xef83e6c344b07dd7!8m2!3d-6.6558336!4d106.9238944!16s%2Fg%2F11tfl40zxd!19sChIJOUdmZRm3aS4R132wRMPmg-8?authuser=0&hl=id&rclk=1,-6.6558336,106.9238944,4.9,218.0,Alam
HeHa Waterfall,https://www.google.com/maps/place/HeHa+Waterfall/data=!4m7!3m6!1s0x2e69b58f8960ace9:0x2d0b04d8da118ee0!8m2!3d-6.7065508!4d106.9453631!16s%2Fg%2F11jzt4bl_k!19sChIJ6axgiY-1aS4R4I4R2tgECy0?authuser=0&hl=id&rclk=1,-6.7065508,106.9453631,4.5,5100.0,Alam
Cimory Forest Walk,https://www.google.com/maps/place/Cimory+Forest+Walk/data=!4m7!3m6!1s0x2e69c93c4abec7f7:0xcdd6b6a0a46038fa!8m2!3d-6.6532081!4d106.9085246!16s%2Fg%2F11mtmtjzlj!19sChIJ98e-SjzJaS4R-jhgpKC21s0?authuser=0&hl=id&rclk=1,-6.6532081,106.9085246,4.6,149.0,Alam
Taman Wisata Alam Sevillage,https://www.google.com/maps/place/Taman+Wisata+Alam+Sevillage/data=!4m7!3m6!1s0x2e69b5486eff9e39:0x28bf76791e7b030!8m2!3d-6.7116611!4d106.9997071!16s%2Fg%2F11h_b9_0zm!19sChIJOZ7_bki1aS4RMLDnkWf3iwI?authuser=0&hl=id&rclk=1,-6.7116611,106.9997071,4.5,4315.0,Rekreasi
KAMPUNG RIMBA CAMP,https://www.google.com/maps/place/KAMPUNG+RIMBA+CAMP/data=!4m7!3m6!1s0x2e69b658196d7393:0xea58a1dfffead679!8m2!3d-6.6737699!4d106.9633064!16s%2Fg%2F11bzzyqvkb!19sChIJk3NtGVi2aS4Redbq_9-hWOo?authuser=0&hl=id&rclk=1,-6.6737699,106.9633064,4.6,665.0,Budaya
Kebun Gunung Mas,https://www.google.com/maps/place/Kebun+Gunung+Mas/data=!4m7!3m6!1s0x2e69b6a0f783cd2d:0x6317dcf8b4c2ccb8!8m2!3d-6.7021048!4d106.9862113!16s%2Fg%2F11b808dr_d!19sChIJLc2D96C2aS4RuMzCtPjcF2M?authuser=0&hl=id&rclk=1,-6.7021048,106.9862113,4.6,825.0,Alam
Pemasaran,https://www.google.com/maps/place/Pemasaran/data=!4m7!3m6!1s0x2e69b63f19c10cd5:0x1bd0ba63d53269aa!8m2!3d-6.660712!4d106.9461644!16s%2Fg%2F1pzwtd9qv!19sChIJ1QzBGT-2aS4Rqmky1WO60Bs?authuser=0&hl=id&rclk=1,-6.660712,106.9461644,4.4,6973.0,Umum
Pangojayyan Caimandala,https://www.google.com/maps/place/Pangojayyan+Caimandala/data=!4m7!3m6!1s0x2e69b750decde9ed:0xe28ca3803cac2f4b!8m2!3d-6.6706473!4d106.9579604!16s%2Fg%2F11rwq5s7f2!19sChIJ7enN3lC3aS4RSy-sPICjjOI?authuser=0&hl=id&rclk=1,-6.6706473,106.9579604,4.7,178.0,Umum
Taman Safari Indonesia Bogor,https://www.google.com/maps/place/Taman+Safari+Indonesia+Bogor/data=!4m7!3m6!1s0x2e69b5cf14e6ee83:0x6586bb20b8f11d9!8m2!3d-6.7206492!4d106.9508355!16s%2Fm%2F0fqqfnm!19sChIJg-7mFM-1aS4R2RGPC7JrWAY?authuser=0&hl=id&rclk=1,-6.7206492,106.9508355,4.7,68355.0,Rekreasi
Curug Jaksa,https://www.google.com/maps/place/Curug+Jaksa/data=!4m7!3m6!1s0x2e69b5b405e20169:0xf66b37a19b810ea7!8m2!3d-6.7305593!4d106.9542388!16s%2Fg%2F11btmrsxl_!19sChIJaQHiBbS1aS4Rpw6Bm6E3a_Y?authuser=0&hl=id&rclk=1,-6.7305593,106.9542388,4.7,283.0,Alam
Puncak Pass Farm,https://www.google.com/maps/place/Puncak+Pass+Farm/data=!4m7!3m6!1s0x2e69b77c044d6be9:0x705af1142447cc49!8m2!3d-6.6958529!4d106.985297!16s%2Fg%2F11p0_cwrnr!19sChIJ6WtNBHy3aS4RScxHJBTxWnA?authuser=0&hl=id&rclk=1,-6.6958529,106.985297,4.5,187.0,Rekreasi
Gunung Kencana,https://www.google.com/maps/place/Gunung+Kencana/data=!4m7!3m6!1s0x2e69b71ee9d2f3d9:0x421955d10d01f78!8m2!3d-6.659281!4d106.9792025!16s%2Fg%2F11bttjty3j!19sChIJ2fPS6R63aS4ReB_QEF2VIQQ?authuser=0&hl=id&rclk=1,-6.659281,106.9792025,4.7,367.0,Alam
Masjid Atta'Awun Puncak,https://www.google.com/maps/place/Masjid+Atta%27Awun+Puncak/data=!4m7!3m6!1s0x2e69b6a16747d781:0xc3e7a2b05a8dc48d!8m2!3d-6.6992404!4d106.9874405!16s%2Fg%2F11h1pxr49!19sChIJgddHZ6G2aS4RjcSNWrCi58M?authuser=0&hl=id&rclk=1,-6.6992404,106.9874405,4.8,55526.0,Umum
Curug Panjang Megamendung,https://www.google.com/maps/place/Curug+Panjang+Megamendung/data=!4m7!3m6!1s0x2e69b7117a009055:0x69c429a72ebfbfef!8m2!3d-6.6487507!4d106.9448192!16s%2Fg%2F11j0bdr90q!19sChIJVZAAehG3aS4R77-_LqcpxGk?authuser=0&hl=id&rclk=1,-6.6487507,106.9448192,4.6,1681.0,Alam
Curug Cibulao,https://www.google.com/maps/place/Curug+Cibulao/data=!4m7!3m6!1s0x2e69b7a25ed315cd:0xe01a984123ce4e6d!8m2!3d-6.6451323!4d106.9508321!16s%2Fg%2F11cjhz3_r3!19sChIJzRXTXqK3aS4RbU7OI0GYGuA?authuser=0&hl=id&rclk=1,-6.6451323,106.9508321,4.6,2395.0,Alam
Glamping Puncak view,https://www.google.com/maps/place/Glamping+Puncak+view/data=!4m7!3m6!1s0x2e69b7003b263b57:0xb9b6027827111461!8m2!3d-6.6859557!4d106.9749391!16s%2Fg%2F11yc4p0t46!19sChIJVzsmOwC3aS4RYRQRJ3gCtrk?authuser=0&hl=id&rclk=1,-6.6859557,106.9749391,4.7,163.0,Alam
Wisata Curug Naga,https://www.google.com/maps/place/Wisata+Curug+Naga/data=!4m7!3m6!1s0x2e69b7bc0f4b11e1:0x16e2c46b5e17c70a!8m2!3d-6.6493339!4d106.9428209!16s%2Fg%2F11cjh_xn1k!19sChIJ4RFLD7y3aS4RCscXXmvE4hY?authuser=0&hl=id&rclk=1,-6.6493339,106.9428209,4.6,946.0,Alam
Lulu Trick Eye Museum,https://www.google.com/maps/place/Lulu+Trick+Eye+Museum/data=!4m7!3m6!1s0x2e69c826f7c95cc9:0xed47f41b1fde99b8!8m2!3d-6.6525968!4d106.908232!16s%2Fg%2F11c733bc6g!19sChIJyVzJ9ybIaS4RuJneHxv0R-0?authuser=0&hl=id&rclk=1,-6.6525968,106.908232,4.3,148.0,Budaya
Telaga Warna Resort & Resto,https://www.google.com/maps/place/Telaga+Warna+Resort+%26+Resto/data=!4m7!3m6!1s0x2e69b741e519255b:0x41ce9d0e9055bdb1!8m2!3d-6.7020028!4d106.995918!16s%2Fg%2F11h1tsms1!19sChIJWyUZ5UG3aS4Rsb1VkA6dzkE?authuser=0&hl=id&rclk=1,-6.7020028,106.995918,4.1,2199.0,Rekreasi
Curug batu gede cisuren,https://www.google.com/maps/place/Curug+batu+gede+cisuren/data=!4m7!3m6!1s0x2e69b6f2f0b2e953:0xb12c39fce4ae6fbc!8m2!3d-6.6818547!4d106.9687298!16s%2Fg%2F11hbll706z!19sChIJU-my8PK2aS4RvG-u5Pw5LLE?authuser=0&hl=id&rclk=1,-6.6818547,106.9687298,4.6,602.0,Alam
Wisata Agro Inkarla,https://www.google.com/maps/place/Wisata+Agro+Inkarla/data=!4m7!3m6!1s0x2e69b3863a1cba63:0x2dad27c1fd7a41bf!8m2!3d-6.7354217!4d107.0113188!16s%2Fg%2F1pzx_y4ft!19sChIJY7ocOoazaS4Rv0F6_cEnrS0?authuser=0&hl=id&rclk=1,-6.7354217,107.0113188,4.5,739.0,Rekreasi
Forest Garden Batulayang,https://www.google.com/maps/place/Forest+Garden+Batulayang/data=!4m7!3m6!1s0x2e69b75edaa9071b:0x229b75a5158c0a17!8m2!3d-6.6698832!4d106.9588554!16s%2Fg%2F11j0yg2zsn!19sChIJGwep2l63aS4RFwqMFaV1myI?authuser=0&hl=id&rclk=1,-6.6698832,106.9588554,4.6,127.0,Alam
Royal Safari Garden,https://www.google.com/maps/place/Royal+Safari+Garden/data=!4m7!3m6!1s0x2e69b639463f5b09:0xd981b6c202b94ed7!8m2!3d-6.6795027!4d106.9312482!16s%2Fg%2F1tf915vd!19sChIJCVs_Rjm2aS4R1065AsK2gdk?authuser=0&hl=id&rclk=1,-6.6795027,106.9312482,4.4,14968.0,Alam
Bukit Cita-Cita Camping Ground,https://www.google.com/maps/place/Bukit+Cita-Cita+Camping+Ground/data=!4m7!3m6!1s0x2e69b77c2ed27f91:0xf8cdac92fd9cb266!8m2!3d-6.6871206!4d106.9723535!16s%2Fg%2F11ktdhvylq!19sChIJkX_SLny3aS4RZrKc_ZKszfg?authuser=0&hl=id&rclk=1,-6.6871206,106.9723535,4.5,819.0,Rekreasi
Damar Langit Resort,https://www.google.com/maps/place/Damar+Langit+Resort/data=!4m7!3m6!1s0x2e69b7653b7b79f3:0xdc0497d6be219fd9!8m2!3d-6.6713241!4d106.9541282!16s%2Fg%2F11p5n5tstm!19sChIJ83l7O2W3aS4R2Z8hvtaXBNw?authuser=0&hl=id&rclk=1,-6.6713241,106.9541282,4.6,3404.0,Rekreasi
Museum Pabrik Teh WALINI - Perkebunan Teh Gunung Mas,https://www.google.com/maps/place/Museum+Pabrik+Teh+WALINI+-+Perkebunan+Teh+Gunung+Mas/data=!4m7!3m6!1s0x2e69b42ed46ca27f:0xbe83ebdc5cfd420!8m2!3d-6.709716!4d106.9679603!16s%2Fg%2F11cl_4q43t!19sChIJf6Js1C60aS4RINTPxb0-6As?authuser=0&hl=id&rclk=1,-6.709716,106.9679603,4.4,1056.0,Alam
Bird Park Royal Safari Garden Resort Cisarua,https://www.google.com/maps/place/Bird+Park+Royal+Safari+Garden+Resort+Cisarua/data=!4m7!3m6!1s0x2e69b7ad0946b35f:0xb8704323777b467a!8m2!3d-6.6767769!4d106.9340632!16s%2Fg%2F11k7whmkt5!19sChIJX7NGCa23aS4RekZ7dyNDcLg?authuser=0&hl=id&rclk=1,-6.6767769,106.9340632,4.8,189.0,Rekreasi
Indonesia Re,https://www.google.com/maps/place/Indonesia+Re/data=!4m7!3m6!1s0x2e69b63239f64955:0x9b692616d5868963!8m2!3d-6.6684156!4d106.9271199!16s%2Fg%2F11bxfltdym!19sChIJVUn2OTK2aS4RY4mG1RYmaZs?authuser=0&hl=id&rclk=1,-6.6684156,106.9271199,4.5,109.0,Umum
Bukit Citamiang Camping Ground,https://www.google.com/maps/place/Bukit+Citamiang+Camping+Ground/data=!4m7!3m6!1s0x2e69b7388ad9e0e3:0x71d8f3415103ed73!8m2!3d-6.6461221!4d106.9394367!16s%2Fg%2F11j4jz9r_8!19sChIJ4-DZiji3aS4Rc-0DUUHz2HE?authuser=0&hl=id&rclk=1,-6.6461221,106.9394367,4.6,207.0,Rekreasi
Camping Gayatri Mountain adventure,https://www.google.com/maps/place/Camping+Gayatri+Mountain+adventure/data=!4m7!3m6!1s0x2e69b75f393d820d:0xf144ce4c1200a13a!8m2!3d-6.7014298!4d106.9359908!16s%2Fg%2F11h235vytg!19sChIJDYI9OV-3aS4ROqEAEkzORPE?authuser=0&hl=id&rclk=1,-6.7014298,106.9359908,4.5,2160.0,Alam
Highland Indonesia - Curug Panjang,https://www.google.com/maps/place/Highland+Indonesia+-+Curug+Panjang/data=!4m7!3m6!1s0x2e69c8245d2d3081:0xc33f40938f7ce30!8m2!3d-6.6490096!4d106.9450673!16s%2Fg%2F1q5bl0tjk!19sChIJgTAtXSTIaS4RMM73OAn0Mww?authuser=0&hl=id&rclk=1,-6.6490096,106.9450673,4.6,226.0,Alam
The Batulayang Glamping Ground - Curug Kembar,https://www.google.com/maps/place/The+Batulayang+Glamping+Ground+-+Curug+Kembar/data=!4m7!3m6!1s0x2e69b7d172fda665:0xceffed071764b470!8m2!3d-6.6707106!4d106.9590973!16s%2Fg%2F11jq6_5sh0!19sChIJZab9ctG3aS4RcLRkFwft_84?authuser=0&hl=id&rclk=1,-6.6707106,106.9590973,4.5,131.0,Alam
The Forest @cisarua,https://www.google.com/maps/place/The+Forest+@cisarua/data=!4m7!3m6!1s0x2e69b629a206836f:0x54a50a3239bfc35d!8m2!3d-6.671375!4d106.9147906!16s%2Fg%2F11gbk4kjsh!19sChIJb4MGoim2aS4RXcO_OTIKpVQ?authuser=0&hl=id&rclk=1,-6.671375,106.9147906,4.0,804.0,Alam
Gunung Peyek,https://www.google.com/maps/place/Gunung+Peyek/data=!4m7!3m6!1s0x2e69e7ca74e50061:0xcbf99717364c997c!8m2!3d-6.4298752!4d106.7000962!16s%2Fg%2F11b6y_2ns6!19sChIJYQDldMrnaS4RfJlMNheX-cs?authuser=0&hl=id&rclk=1,-6.4298752,106.7000962,4.0,974.0,Alam
Taman Wisata Wana Griya,https://www.google.com/maps/place/Taman+Wisata+Wana+Griya/data=!4m7!3m6!1s0x2e69e7b6b62b89a3:0xdda37dbf609259a8!8m2!3d-6.4217485!4d106.6921474!16s%2Fg%2F11f6g4lpvs!19sChIJo4krtrbnaS4RqFmSYL99o90?authuser=0&hl=id&rclk=1,-6.4217485,106.6921474,4.2,1453.0,Alam
Pelita Desa,https://www.google.com/maps/place/Pelita+Desa/data=!4m7!3m6!1s0x2e69c4ed49503803:0xaf5405151a84cf72!8m2!3d-6.4710976!4d106.6702516!16s%2Fg%2F11b6lk5j92!19sChIJAzhQSe3EaS4Rcs-EGhUFVK8?authuser=0&hl=id&rclk=1,-6.4710976,106.6702516,4.5,3336.0,Umum
Taman Cas Cis Cus,https://www.google.com/maps/place/Taman+Cas+Cis+Cus/data=!4m7!3m6!1s0x2e69e7be1610ba1b:0xa33ff4b7def238fe!8m2!3d-6.4463717!4d106.6842822!16s%2Fg%2F11h7b9fxp8!19sChIJG7oQFr7naS4R_jjy3rf0P6M?authuser=0&hl=id&rclk=1,-6.4463717,106.6842822,4.3,227.0,Alam
WANA GRIYA / Garuda Waterland agency,https://www.google.com/maps/place/WANA+GRIYA+%2F+Garuda+Waterland+agency/data=!4m7!3m6!1s0x2e69e64c2ccaeb75:0x46f1e3ae153988db!8m2!3d-6.4210306!4d106.692509!16s%2Fg%2F11d__l6kpb!19sChIJdevKLEzmaS4R24g5Fa7j8UY?authuser=0&hl=id&rclk=1,-6.4210306,106.692509,4.1,5347.0,Umum
Telaga Rusa Outbound,https://www.google.com/maps/place/Telaga+Rusa+Outbound/data=!4m7!3m6!1s0x2e69e7608b09227b:0x953e823598b72096!8m2!3d-6.4416845!4d106.6810988!16s%2Fg%2F11fhhw2684!19sChIJeyIJi2DnaS4RliC3mDWCPpU?authuser=0&hl=id&rclk=1,-6.4416845,106.6810988,4.6,114.0,Rekreasi
"Setu Lebak Wangi, Desa Wisata Pamegarsari","https://www.google.com/maps/place/Setu+Lebak+Wangi,+Desa+Wisata+Pamegarsari/data=!4m7!3m6!1s0x2e69e87a9f6c9b89:0xa063d2a9e34e2ac9!8m2!3d-6.4370595!4d106.7317174!16s%2Fg%2F11ddwzl5mq!19sChIJiZtsn3roaS4RySpO46nSY6A?authuser=0&hl=id&rclk=1",-6.4370595,106.7317174,4.4,838.0,Umum
